English,Spanish
cracky,agrietado
Cracow,Cracovia
cracy,-cracia
cradle,cuna
cradle,"brezar, brizar"
cradle cap,costra láctea
cradle snatcher,asaltacunas
craft,pericia
craft,oficio
craft,nave
craft,"labrar, hacer a mano"
craft,"construir, desarrollar"
craftiness,"astucia, picardía"
craftsman,artesano
crafty,diestro
crafty,"mañoso, habiloso"
crafty,"astuto, pillo, listo"
crag,"afloramiento rocoso, peñón"
craggy,"escarpado [coastline, mountains], accidentado, escabroso [terrain, landscape], rudo, áspero [character, general]"
crake,polluela
cram,"atestar, atiborrar, embutir"
cram,"atiborrar [colloquial], atracar [colloquial], atestar [colloquial]"
Cramer's rule,regla de Cramer
cramp,calambre
cramp,acalambrarse
cramp,coartar
cramp,inmovilizar
cramped,apretado
cramped,abarrotado
crampon,"taco, crampón"
cranberry,"arándano, arándano rojo"
cranberry juice,jugo de arándano
crane,grulla
crane,grúa
crane,estirar (el cuello)
cranefly,"típula, zancudo"
cranesbill,geranio
cranial,craneal
cranial nerve,"nervio craneal, par craneal"
craniectomy,craniectomía
craniology,craneología
craniotomy,craneotomía
crank,manivela
crank,"cascarrabias, maniático"
crankcase,cárter
crankset,"platos y bielas, bielado"
crankshaft,cigüeñal
crank up,arrancar
crank up,"aumentar, subir"
cranky,"mal genio, mañoso"
cranny,recoveco
crap,basura
crap,mierda
crap,caca
crapula,"crápula, borrachera"
crash,choque
crash,caída
crash,"chocar, estrellar"
crash,"fallar, colgarse"
crash barrier,"guardarraíl, quitamiedos, quitavidas [peyorative], bionda"
crash course,curso intensivo
crass,"craso, grosero, bruto"
crass,materialista
Crassus,Craso
crat,-crata
crate,"jaulón, esqueleto, empaque, caja, guacal"
crater,cráter
Crater,Crater
cratic,-crático
cravat,mascada
crave,"anhelar, ansiar"
crave,implorar
craven,cobarde
craving,ansia
crawfish,recular
crawl,"arrastrarse (general), reptar, rampar (stealthily), gatear (like a baby or toddler)"
crawl,ir a paso de tortuga
crawl,"humillarse, humillarse ante, arrastrarse"
crawl,"estar de cuajado, estar cuajado"
crawl,arrastrarse
crawl,"crol, estilo crol"
crawler,bebe
crawler,trator oruga
crawler,rastreador web
crawler,adulador
crayfish,"cangrejo de río, cangrejo"
crayon,"creyón [Colombia, Venezuela], crayón [Guatemala, Honduras, Argentina, Uruguay], crayola [Cuba, Mexico, Peru], cera [Spain], pintura de cera [Spain]"
crazily,locamente
craziness,locura
crazy,"loco, colgado, sonado, trastornado, tronado, zumbado, orate, chalado, tarambana"
crazy,"loco, desquiciado"
Córdoba,Córdoba
creak,crujido
creak,"crujir, chirriar, rechinar"
cream,"nata, crema"
cream,crema
cream,"la flor y la crema, la crema"
cream,"crema, de color crema"
cream,mezclar con crema
cream,"hacer polvo, hacer papilla"
cream-colored courser,corredor sahariano
creamery,lechería
cream of the crop,"la crema y nata, flor y nata, lo más granado"
cream puff,bocadito de nata
creamy,cremoso
creamy,crema
crease,"arruga, pliegue, raya"
crease,arrugar
create,"crear, generar"
create,crear
creation,creación
creationary,creacionario
creationism,creacionismo
creationist,creacionista
creationistic,creacionista
creative,creativo
creative,"creativo, creativa"
creativity,creatividad
creator,creador
creature,criatura
credence,crédito
credential,credencial
credibility,credibilidad
credible,creíble
credit,acreditar
credit,reconocer
credit,crédito
credit,crédito académico
credit card,tarjeta de crédito
credit default swap,"permuta de incumplimiento crediticio, swap de incumplimiento crediticio"
credit institution,entidad de crédito
creditor,acreedor
credit score,capacidad crediticia
Cree,cree
creed,credo
creed,creer
creek,caleta
creek,"arroyo, riachuelo"
creep,reptar
creep,hormigueo
creep,"fatiga, deformación por fluencia lenta"
creep,desgraciado
creeper,rastrera
creep out,"asustar, dar escalofríos"
creepy,espeluznante
creepy,"temible, perturbador, inquietante"
creepy-crawly,bicho
cremaster,cremáster
cremasteric,cremastérico
cremate,incinerar
cremation,cremación
crematorium,crematorio
crenate,dentado
crenellation,almenaje
creole,criollo
creolistics,creolística
creosote,creosota
creosote,creosotar
creosote bush,"gobernadora, hediondilla"
crepe,crepa
crepe,crespón
crepuscular,crepuscular
crepuscule,crepúsculo
crescendo,crescendo
crescent,"medialuna, creciente"
crescent,medialuna [Latin America]
crescent moon,luna creciente
cresol,cresol
cress,"mastuerzo, berro, nasturcio"
crest,cresta
crest,"cresta, cimera"
crest,cimera
crest,"cornisa, cresta"
crested lark,cogujada
crested penguin,pingüino crestado
crestfallen,"alicaído, abatido, cariacontecido, de capa caída"
crestfallen,murrio [colloquial]
Cretaceous,"Cretáceo, Cretácico"
Cretan,cretense
Crete,Creta
cretin,"cretino, cretina"
cretinism,cretinismo
cretinous,cretino
cretonne,cretona
Creutzfeldt-Jakob disease,enfermedad de Creutzfeldt-Jakob
crew,tripulación
crew,grumete
crew,equipo
crew,tripulante
crew,"equipaje, equipo, grupo"
crew cut,corte militar
crib,cuna
crib,"machete, chuleta"
crib,fusilar
cribellum,cribelo
crick,golpe de aire
cricket,grillo
cricket,"críquet, cricket"
cricketer,criquetista
cricothyrotomy,"cricotirotomía, coniotomía"
crikey,caray
crime,"delito, crimen"
crime,delincuencia
crime,"delincuencia, criminalidad"
Crimea,Crimea
crime against humanity,"delito de lesa humanidad, crimen de lesa humanidad"
Crimean peninsula,península de Crimea
Crimean Tatar,tártaro de Crimea
crime of passion,crimen pasional
crime scene,escena del crimen
criminal,criminal
criminal code,código penal
criminality,criminalidad
criminalize,"prohibir, ilegalizar, penalizar"
criminalize,criminalizar
criminal law,derecho penal
criminally,criminalmente
criminal record,"antecedentes policiales [police records], antecedentes penales [prior conviction], prontuario"
criminological,criminológico
criminologist,"criminólogo, criminóloga"
criminology,criminología
crimson,"carmín, carmesí"
cringe,"encogerse, contraerse"
crinoid,crinoideo
cripple,"lisiado, lisiada"
crippled,"cojo, lisiado"
crisis,crisis
crisp,crujiente
crisp,preciso
crisp,"burbujeante, efervescente"
Crispin,Crispín
crispy,crujiente
criterion,criterio
critic,crítico
critical,"crítico, crítica"
critical,álgido
critical,"clave, trascendental, coyuntural"
critical,crítico
critically,críticamente
critical point,punto crítico
criticism,crítica
criticize,"criticar, culpar"
criticize,"criticar, juzgar"
critique,crítica
critter,"criatura, bichito"
crème brûlée,crema catalana
crème de la crème,"lo mejor de lo mejor, flor y nata"
CRO,OIC
croak,croar
croak,"[colloquial] palmar, [colloquial] palmarla, [colloquial] espicharla"
Croat,croata
Croatia,Croacia
Croatian,croata
crock,pote
crock,fragmento
crock,cacharro
crockery,loza; Latin America: vajilla
crockery,vajilla
crocodile,cocodrilo
crocodile tear,lágrimas de cocodrilo
crocoite,crocoíta
crocus,croco
Crohn's disease,enfermedad de Crohn
croissant,"croissant, cruasán, [Central America] cuerno, [Costa Rica] cangrejo, [Peru, Ecuador, Venezuela] cacho, [Argentina, Chile, Paraguay, Uruguay] medialuna"
cromlech,"crómlech, crónlech"
crone,bruja
Cronus,Cronos
cronut,cronut
crony,amigote
crony capitalism,capitalismo de amiguetes
cronyism,"amiguismo, enchufismo"
crook,"ladrón, ladrona, ratero, ratera, truhán, truhana, maleante"
crook,cayado
crook,"doblez, curva, curvidad, torcedura"
crook,"curvar, doblar, torcer, enchuecar"
crooked,torcido
crooked,"torcido, inclinado, chueco [Latin America]"
croon,canturrear
crop,cultivo
crop,"cosecha, agosto"
crop,fusta
crop,rapado
crop,"buche, papo"
crop,rapar
crop,recortar
crop-dusting,aplicación aérea de plaguicidas
crop milk,leche de buche
crop rotation,rotación de cultivos
crop up,presentar [pronominal]
croquette,croqueta
crosier,"báculo, báculo pastoral"
cross,cruz
cross,"cruz, aspa"
cross,cruce
cross,cruzado
cross,"atravesado, transversal, de través"
cross,contrario
cross,"enfadado, enfurruñado, de morros [colloquial]"
cross,cruzar
cross,marcar con una cruz
cross,"atravesar, pasar"
cross,"santiguarse, persignarse"
crossbar,"larguero, travesaño"
crossbeam,"barrote, sopanda, travesaño"
crossbill,piquituerto
cross-border,"transfronterizo, trasfronterizo"
crossbow,ballesta
crossbowman,ballestero
cross-country skiing,esquí de travesía
cross-dresser,travesti
cross-examination,contrainterrogatorio
crosseyed,"bizco, estrábico, ojituerto"
cross-eyed,"bizco, estrábico, ojituerto, virolo"
crossfire,fuego cruzado
crossing,cruce
crossing,"cruce, [pedestrian] cruce peatonal, [watercourse] vado"
cross my heart and hope to die,lo juro por mi vida
cross oneself,"santiguar, santiguarse"
cross one's fingers,cruzar los dedos
cross out,"tachar, cruzar"
crossover,entrecruzamiento
cross-platform,multiplataforma
cross-reference,remisión
crossroads,"cruce, encrucijada"
crossroads,encrucijada
cross section,sección transversal
cross-sectional,transversal
cross-stitch,punto de cruz
cross the line,"propasarse, pasar de la raya, pasar de raya, pasarse de rosca, pasar de castaño oscuro, extralimitarse"
cross the Rubicon,pasar el Rubicón
crosstown,"que atraviesa la ciudad, a lo largo y a lo ancho, de una punta de la ciudad a otra, de un lado de la ciudad a otro"
crosswalk,"cruce, paso de peatones"
crosswind,viento cruzado
crosswise,"al través, atravesado, transversal"
crossword,"crucigrama, palabras cruzadas"
crotch,horqueta [tree]
crotch,entrepierna
crotchet,negra
crotonaldehyde,crotonaldehído
crouch,"agacharse, acuclillarse, encogerse"
crouch,"encogerse, inclinarse"
crouch,"inclinación, genuflexión"
crouch,persignarse
croup,"crup, garrotillo"
croupier,"crupier, tallador, talladora, repartidor de casino, repartidora de casino"
crow,"corneja, cuervo"
crow,palanca
crow,cacareo
crow,cacarear
crowbar,"palanqueta, palanca, pata de cabra"
crowbar,apalancar
crowberry,murtilla
crowd,"muchedumbre, turba, multitud, montón, vulgo"
crowd,"montón, multitud, amasijo"
crowded,atestado
crowdfunding,"financiación colectiva, micromecenazgo"
crowdsourcing,crowdsourcing
crown,corona
crown,coronilla
crown,cumbre
crown,copa
crown,coronar
crown cap,"chapa [informal], corcholata [informal, Mexico]"
crown flower,mudar
crown imperial,corona imperial
crown jewels,joyas de la corona
crown molding,"molduras de corona, cornisa"
crown prince,príncipe heredero
crown princess,princesa heredera
Crown prosecutor,fiscal de la Corona
crow's feet,patas de gallo
crow's nest,carajo
crêpe de Chine,"crepé de la China, crespón la China, crêpe de la China"
CRT,CRT
crucial,crucial
crucian carp,carpín
crucible,crisol
crucible,prueba de fuego
crucified,crucificado
crucifix,crucifijo
crucifixion,crucifixión
crucify,crucificar
crud,"basura, desperdicio"
crud,"caca, mierda"
crude,crudo
crude,rudimentario
crude oil,crudo
cruel,cruel
cruelly,"sangrientamente, cruelmente"
cruelty,crueldad
cruet,vinajera
cruise,crucero
cruise,navegar
cruise missile,misil de crucero
cruiser,patrulla
cruise ship,crucero
crumb,miga
crumb,"miga, cacho"
crumb,"miga, migaja"
crumb,empanar
crumble,"desmigajarse, desmoronarse, desmenuzarse"
crumble,"desmigajar, desmenuzar"
crumble,crumble
crumple,arrugar
crumple,colapsar
crumple,"[transitive] arrugar, [intransitive] arrugarse"
crunch,"ronzar, crujir"
crunchy,crujiente
crupper,"grupera, ataharre"
crusade,cruzada
crusader,cruzado
crush,aplastamiento
crush,enamoramiento
crush,"aplastar, destripar"
crush,"machacar, triturar, majar"
crush,aplastar
crush,subyugar
crush,"arrasar, aplastar"
crush,estar enamorado
crushing,arrollador
crust,costra
crust,"costra, corteza"
crust,corteza
crustacean,crustáceo
crusty,"gruñón, irritable"
crutch,muleta
crutch,"apoyo, soporte, muleta"
crux,"punto crucial, punto esencial"
crux,busilis
Crux,Crux
Cruz,Cruz
cruzeiro,cruzeiro
crwth,crota
cry,llorar
cry,gritar
cry,llanto
cry,grito
crybaby,"llorón, llorona"
crybaby,"llorón, llorica [Spain]"
crying,llanto
cryo,crio-
cryobiosis,criobiosis
cryogenic,criogénico
cryolite,criolita
cry one's eyes out,"llorar como una Magdalena, llorar a moco tendido"
cryonics,criónica
cryopreservation,criopreservación
cryoturbation,crioturbación
cry over spilt milk,"llorar sobre la leche derramada, llorar por la leche derramada, a lo hecho, pecho"
cryovolcano,criovolcán
crypt,cripta
cryptic,críptico
cryptid,críptido
crypto,cripto-
cryptobiosis,criptobiosis
cryptocurrency,criptomoneda
cryptodepression,criptodepresión
cryptogam,"criptógamo, criptógama"
cryptogram,criptograma
cryptography,criptografía
crypto-Jew,Criptojudío
crypto-Judaism,criptojudaísmo
cryptology,criptología
cryptoporticus,criptopórtico
cryptorchidism,criptorquidia
cryptovirus,virus encriptador
cryptozoology,criptozoología
cry someone a river,qué pena me das (how you give me pain)
crystal,cristal
crystal ball,bola de cristal
crystal clear,claridad meridiana
crystalline,cristalino
crystallization,cristalización
crystal magick,magia de cristales
crystal set,radio a galena
Côte d'Ivoire,Costa de Marfil
ctenophore,ctenóforo
Ctesiphon,Ctesifonte
Ctrl,Ctrl
cub,cachorro
Cuba,Cuba
Cuban,cubano
Cubanism,cubanismo
cube,cubo
cube,"cubo, terrón (sugar cube), cubito (sugar or ice cube)"
cubed,al cubo
cube root,raíz cúbica
cubewano,cubewano
cubic,cúbico
cubic capacity,"cubicaje, cilindrada"
cubic centimetre,"centímetro cúbico, [symbol: cm³]"
cubic decimetre,decímetro cúbico
cubic metre,metro cúbico
cubism,cubismo
Cubist,cubista
cubit,codo
cubital,cubital
cuboid,paralelepípedo rectangular
cuboid bone,"cuboides, hueso cuboides"
cuboideonavicular,cuboideonavicular
cuckold,cornudo
cuckold,"poner los cuernos, poner los cachos, poner el gorro, pegar los tarros, poner las guampas, sanchear"
